=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2023.07.05 21:08:54 =~=~=~=~=~=~=~=~=~=~=~=
I received:  
inpsec      humid
inI received: humid 
soec   pect;
789517;10990097
789544;10990215
789570;10989957
789596;10990309
789622;10990500
789649;10990066
789675;10990484
789701;10990231
789727;10990155
789753;10990087
789780;10990079
789805;10989904
789832;10989888
789858;10989802
789884;10989685
789911;10989403
789937;10989711
789963;10989985
789989;10990283
790016;10990400
790042;10990314
790068;10990471
790094;10990288
790121;10990886
790146;10990609
790173;10991098
790199;10990599
790225;10991344
790251;10990811
790278;10990795
790304;10990698
790330;10990646
790357;10990933
790382;10991260
790409;10991189
790434;10990970
790461;10991479
790488;10991098
790513;10991425
790540;10991367
790566;10990975
790592;10991189
790618;10991093
790645;10991312
790671;10991200
790697;10991505
790724;10990965
790749;10990916
790776;10990495
790802;10990534
790828;10990523
790855;10990688
790881;10990272
790907;10990139
790933;10990304
790959;10990341
790985;10990680
791011;10990267
791038;10990176
791064;10990090
791090;10990383
791117;10989969
791142;10990134
791169;10989573
791195;10989690
791221;10990032
791248;10989964
791273;10990090
791300;10989881
791326;10990040
791352;10990416
791379;10989855
791404;10989862
791431;10989867
791457;10990171
791483;10990022
791510;10990076
791536;10989920
791562;10990027
791588;10990150
791615;10990076
791641;10990064
791667;10990204
791694;10990565
791719;10990513
791746;10990246
791772;10990421
791798;10990411
791824;10990528
791851;10990471
791877;10990607
791903;10991121
791929;10990570
791955;10990758
791982;10990821
792007;10991276
792034;10990706
792061;10990832
792086;10990764
792113;10990805
792139;10990688
792165;10990834
792192;10990884
792217;10990991
792244;10991153
792270;10990871
792296;10990751
792323;10990767
792348;10990800
792375;10990511
792401;10990521
792427;10990630
792454;10990829
792479;10990811
792506;10990602
792532;10990897
792558;10990941
792585;10990656
792611;10990474
792637;10990844
792663;10990767
792690;10990842
792715;10990693
792742;10991009
792768;10990892
792795;10990581
792820;10990688
792847;10990283
792873;10990251
792899;10990234
792925;10990555
792951;10990591
792978;10990502
793004;10990693
793030;10990816
793056;10990805
793083;10991161
793109;10991051
793135;10990975
793161;10990886
793187;10991035
793214;10990981
793240;10991218
793266;10991276
793292;10991226
793319;10991276
793345;10991286
793371;10991573
793397;10991061
793424;10991179
793449;10991458
793476;10991386
793502;10990988
793528;10990999
793555;10991153
793580;10991124
793607;10990823
793633;10990730
793659;10990923
793686;10990521
793712;10990960
793738;10990683
793764;10991189
793790;10990439
793817;10990790
793842;10990565
793869;10990421
793895;10990262
793921;10990881
793948;10990688
793974;10990902
794000;10990630
794027;10990832
794052;10990583
794079;10991077
794105;10990855
794131;10990304
794157;10990497
794184;10990753
794210;10991061
794236;10991205
794263;10990701
794288;10990960
794315;10991109
794341;10991370
794368;10990949
794393;10991079
794420;10991067
794446;10990933
794472;10991116
794498;10991631
794524;10991145
794551;10991100
794576;10991231
794603;10991074
794629;10991093
794656;10990907
794682;10991061
794708;10991009
794734;10991249
794760;10991252
794786;10991474
794813;10991035
794839;10991440
794865;10991511
794891;10991493
794917;10991751
794944;10991652
794970;10991754
794996;10991675
795023;10991521
795049;10991636
795075;10991809
795101;10991819
795128;10991845
795153;10991921
795180;10992133
795206;10991796
795232;10991785
795259;10992033
795284;10991735
795311;10991759
795337;10991847
795363;10992031
795390;10992592
795416;10991684
795442;10992033
795468;10991623
795494;10991905
795520;10991871
795547;10991879
795573;10991978
795599;10991840
795626;10991612
795651;10991216
795678;10991356
795704;10991205
795730;10991014
795757;10991114
795783;10991148
795809;10991179
795835;10991121
795861;10990944
795887;10990991
795914;10991130
795940;10990774
795966;10991095
795993;10991093
796018;10991195
796045;10991260
796071;10991100
796098;10991210
796124;10991077
796149;10991051
796176;10991260
796202;10991307
796229;10991654
796254;10991281
796281;10991519
796307;10991451
796333;10991430
796360;10991451
796386;10991516
796412;10991712
796438;10991746
796464;10991696
796490;10991958
796516;10991445
796543;10991639
796570;10991654
796596;10991579
796622;10991286
796648;10991754
796674;10991189
796701;10991508
796726;10991435
796753;10991356
796779;10991307
796805;10991793
796831;10991498
796857;10991618
796883;10991764
796910;10991412
796936;10991328
796963;10991621
796989;10991782
797015;10991814
797041;10992140
797068;10991775
797093;10991840
797120;10991665
797146;10991712
797173;10991910
797199;10991947
797224;10991793
797251;10991994
797277;10991388
797303;10991281
797329;10991461
797356;10991268
797382;10991207
797408;10991728
797434;10991597
797461;10991733
797487;10991707
797513;10991576
797539;10991605
797566;10991649
797591;10991707
797618;10992054
797644;10991743
797671;10991845
797696;10991722
797723;10991863
797749;10991903
797775;10991743
797801;10991856
797827;10991809
797854;10991636
797880;10991639
797906;10991642
797932;10992639
797959;10991874
797985;10992086
798011;10992096
798037;10991722
798063;10991791
798089;10991868
798116;10992145
798142;10991942
798168;10991937
798195;10992148
798220;10991898
798247;10992177
798273;10992054
798299;10992182
798326;10992619
798352;10992044
798378;10991958
798404;10992226
798430;10992342
798457;10992112
798483;10992370
798509;10992459
798535;10992234
798561;10992177
798588;10992059
798614;10992017
798640;10991947
798667;10991845
798692;10992086
798719;10992101
798745;10992075
798772;10992229
798797;10992145
798824;10991788
798850;10992282
798876;10992065
798902;10991952
798929;10991819
798955;10992378
798981;10992247
799007;10992308
799034;10992185
799060;10992297
799086;10992300
799112;10992091
799138;10992331
799165;10992075
799191;10992101
799217;10991963
799243;10992098
799270;10992180
799296;10991978
799322;10992368
799348;10992443
799375;10992342
799401;10992480
799427;10992480
799453;10992639
799479;10992438
799505;10992631
799531;10992501
799557;10992487
799584;10992511
799610;10992566
799636;10992422
799663;10992245
799688;10992349
799715;10992420
799741;10992566
799767;10992082
799794;10992133
799820;10992117
799846;10992026
799872;10992101
799899;10992124
799924;10992276
799951;10992164
799977;10991991
800003;10992049
800030;10991942
800056;10992057
800082;10991871
800108;10992106
800135;10992237
800160;10992522
800187;10992647
800213;10992433
800239;10992363
800266;10992208
800291;10992359
800318;10993488
800344;10992736
800371;10992689
800397;10992634
800423;10992636
800449;10992848
800475;10993360
800502;10992796
800528;10992726
800554;10992754
800580;10992773
800606;10992305
800632;10992433
800659;10992305
800685;10992321
800711;10992245
800737;10992422
800763;10991989
800790;10992047
800816;10992268
800842;10992049
800869;10992175
800895;10992511
800921;10992310
800947;10992130
800974;10992308
801000;10992148
801025;10992294
801052;10992054
801078;10992310
801104;10992454
801131;10992485
801157;10992365
801183;10992203
801209;10992491
801235;10992710
801262;10992652
801288;10992527
801315;10992493
801340;10992699
801367;10992940
801393;10992603
801419;10992624
801445;10992652
801471;10992619
801498;10993026
801524;10992603
801550;10992945
801576;10992417
801602;10992639
801629;10992741
801655;10992898
801681;10992511
801707;10992663
801734;10992833
801760;10992940
801786;10992854
801812;10992571
801839;10992550
801865;10992699
801890;10992378
801917;10992464
801943;10992487
801970;10992501
801996;10992401
802022;10992491
802048;10992673
802074;10992660
802101;10992582
802127;10992650
802153;10993094
802179;10992919
802205;10992741
802232;10992937
802258;10992864
802284;10992927
802310;10992684
802336;10992759
802363;10992592
802389;10992726
802415;10993148
802441;10993199
802468;10992522
802494;10992454
802520;10992449
802546;10992475
802573;10992598
802599;10992496
802625;10992838
802651;10992545
802677;10992785
802704;10992415
802730;10992464
802756;10992511
802782;10992443
802808;10992608
802835;10992582
802861;10992410
802887;10993089
802913;10992903
802940;10992922
802966;10992929
802992;10993175
803018;10993062
803045;10993211
803071;10993329
803097;10993214
803123;10993104
803149;10992804
803175;10993071
803202;10993199
803228;10992919
803254;10993355
803280;10993318
803307;10993062
803332;10992864
803359;10993094
803385;10993384
803411;10992809
803438;10993039
803464;10993256
803490;10993162
803516;10992966
803542;10993308
803569;10993206
803595;10993201
803621;10993525
803648;10993360
803674;10993467
803700;10993734
803726;10993538
803752;10993418
803778;10993425
803804;10993185
803831;10993397
803857;10993494
803883;10993622
803909;10993690
803935;10993606
803962;10993449
803988;10993478
804014;10993138
804040;10993285
804066;10993512
804093;10993504
804119;10993504
804146;10993509
804171;10993562
804198;10993872
804224;10993820
804250;10993708
804277;10993669
804303;10993716
804329;10993318
804355;10993389
804381;10993360
804407;10993371
804434;10993232
804460;10993350
804486;10992950
804513;10992827
804539;10992838
804565;10992854
804591;10992997
804617;10993065
804644;10993185
804670;10993488
804696;10993138
804722;10993562
804748;10993420
804775;10993253
804801;10993449
804827;10993227
804853;10993337
804880;10993893
804906;10993574
804932;10993867
804958;10993776
804985;10994000
805011;10993765
805037;10993627
805063;10993371
805089;10993467
805115;10993462
805142;10993457
805168;10993685
805194;10993266
805220;10993238
805247;10993269
805273;10993259
805299;10993141
805325;10993146
805352;10993013
805377;10993041
805403;10993131
805429;10992997
805456;10993345
805482;10993099
805509;10993240
805535;10993300
805561;10993169
805587;10993290
805614;10993515
805640;10993574
805666;10993734
805692;10993771
805718;10993862
805744;10993836
805771;10993744
805797;10993729
805823;10993927
805849;10993669
805876;10993562
805902;10993846
805928;10993681
805954;10993771
805981;10993648
806007;10993813
806033;10993846
806059;10993862
806085;10993660
806111;10994048
806138;10993943
806164;10993744
806190;10993794
806216;10993664
806243;10993517
806269;10993590
806295;10993653
806321;10993692
806348;10993765
806374;10993723
806400;10994013
806426;10993836
806452;10993920
806479;10993899
806505;10993809
806531;10993755
806557;10993911
806584;10993985
806609;10993679
806636;10993815
806662;10994092
806688;10993872
806715;10993969
806740;10994214
806767;10994048
806793;10993953
806820;10993969
806845;10994193
